tessellation_car,buildings_wall,buildings_adjacency,buildings_neighbour_distance,city
0.010759719165766835,37.095961259536466,1.0,54.26517689743337,Panama
0.0293272669968125,32.559994352663054,1.0,44.77866227605001,Panama
0.010979823355887288,32.61242621070663,1.0,38.63737522917297,Panama
0.020297800584531085,22.08265081935262,1.0,37.33775154570582,Panama
0.03337967483715549,47.741759108540556,1.0,74.01812812535901,Panama
0.028801597602083166,36.55990914658534,1.0,44.40557654871249,Panama
0.00869940088916259,16.442723428165053,1.0,43.578603218885306,Panama
0.05287546166566367,39.05059996189738,1.0,31.400179252779903,Panama
0.02884458333646989,32.367278542067595,1.0,39.35866893727501,Panama
0.0098612063902698,20.23700302159339,1.0,47.569302099178074,Panama
0.046616116750741704,26.309329009344758,1.0,30.60949431329532,Panama
0.03401292179389326,25.291578519899662,1.0,26.616460982483726,Panama
0.011869722149033236,17.2550156102446,1.0,38.7277547358706,Panama
0.040684875241062096,33.42994918475348,1.0,28.768388571120354,Panama
0.04687471066101007,38.842632878428866,1.0,32.83671047101528,Panama
0.023319552332265073,20.214233148490276,1.0,26.714946672638657,Panama
0.03765243043310796,53.36397972756123,1.0,65.9904223257884,Panama
0.02650860341735509,17.233601821573284,1.0,27.584207331238446,Panama
0.17224730829818855,56.331713469288964,1.0,25.486843038220787,Panama
0.06833053191037711,33.077986928426036,1.0,34.83998914915734,Panama
0.03448938136336863,25.682335818388648,1.0,24.62273680066076,Panama
0.06259247546874933,21.20227321050525,1.0,12.840867059559939,Panama
0.09767341238184568,40.008850545374166,1.0,17.83998977913288,Panama
0.018799759935631214,29.37575274005382,1.0,30.35279920238951,Panama
0.035916779532221686,31.380075824164408,1.0,16.632718378568477,Panama
0.059075253262950295,52.87975136453545,1.0,40.135806332470864,Panama
0.019066573229888736,13.051884442891755,1.0,10.60273630011808,Panama
0.044972782735301024,24.15337465570406,1.0,28.03360745673654,Panama
0.07069072108988547,23.782340232094835,1.0,23.300370069884337,Panama
0.05223329564459349,15.666558447807144,1.0,20.968737023109885,Panama
0.02679562683413553,11.351925449296932,1.0,15.523445445964734,Panama
0.036070473727468196,26.876782812569342,1.0,21.861064723241476,Panama
0.13073720969607142,59.76294352743935,1.0,22.478693823360597,Panama
0.30553475424163656,74.33358745191163,1.0,13.956452671568966,Panama
0.0695670165278291,38.16446411096012,1.0,14.67653962004241,Panama
0.045538283953088836,48.139232115847825,1.0,33.875455311322746,Panama
0.06028277130488324,28.601509551801083,1.0,40.00238226289852,Panama
0.009692631559764913,19.32350622709451,1.0,44.919309338439525,Panama
0.0909217297293449,33.04775441031129,1.0,28.212185283775266,Panama
0.014730742875448774,13.682315172352158,1.0,26.601308138988244,Panama
0.11016429562852582,51.25743205889593,1.0,30.29675407112365,Panama
0.06537887015450836,33.90925304603438,1.0,24.413935183739163,Panama
0.030317549508086402,21.65657730043356,1.0,22.421023275852935,Panama
0.283493432673414,98.63672815368142,1.0,24.07621722431492,Panama
0.28568326635361824,53.118962392388376,1.0,8.625440916950938,Panama
0.14025265570422918,48.80358061619573,1.0,19.631028894279616,Panama
0.09999933570463494,11.91254566756792,1.0,2.4086840052714793,Panama
0.1923951465267142,49.22864363890787,1.0,15.545985036194121,Panama
0.18606015451102725,51.927851087124225,1.0,18.43994277070386,Panama
0.10484177241139725,57.884404755247495,0.9666666666666667,22.90013255509778,Panama
0.023201640582212493,13.809182762436176,1.0,18.51875463480618,Panama
0.13365026202224758,34.96047080907972,1.0,12.331376510058279,Panama
0.24834368764379036,62.36980131862126,0.967741935483871,12.626921119039716,Panama
0.11496680814793882,21.744106274243446,0.9655172413793104,15.302923166145858,Panama
0.28234610697626406,37.75439095018745,1.0,5.885018023275409,Panama
0.21682997923342295,48.88591829057144,0.9655172413793104,14.191104374037787,Panama
0.3022527129780113,46.316116889997524,1.0,7.468057736909453,Panama
0.44963368563284944,50.328690642019936,0.9565217391304348,9.737980849434363,Panama
0.0679126004821919,23.26154940370846,0.9666666666666667,22.1615906170595,Panama
0.34113555858579797,68.42335580145323,0.9629629629629629,9.947187449902438,Panama
0.3307016420580722,39.23324713386141,0.9523809523809523,6.301460564339688,Panama
0.6494180758207462,51.738408445653306,0.9523809523809523,1.540735221399649,Panama
0.7724639964099205,45.37212943800469,0.9523809523809523,12.789453075014695,Panama
0.24329253314316365,56.72650040511433,0.9285714285714286,7.1495960353535155,Panama
0.35755892011129475,72.4307345948926,1.0,21.718053419391026,Panama
0.09022780728060875,23.880464054738326,0.9629629629629629,7.631698590977568,Panama
0.3102712585472071,46.29500123641669,0.9615384615384616,5.403640833697673,Panama
0.26398662263389977,54.39313498952527,0.9615384615384616,11.159053773926715,Panama
0.5561930720771018,47.7757026375544,0.9523809523809523,1.5110553571754193,Panama
0.33839103901598677,65.82943246676652,0.9411764705882353,5.45652240086268,Panama
0.36037646910877486,12.925640112627981,0.9411764705882353,10.933297214996852,Panama
0.5561193446936701,53.17471905442633,1.0,4.965818746175956,Panama
0.14400814559680272,21.843539330319768,1.0,6.521823915648567,Panama
0.601094166931745,34.496565779414105,1.0,6.3009484497398285,Panama
0.35099900050242405,46.77185612387126,0.9473684210526315,7.914085085419971,Panama
0.13219738054262808,18.887365558840397,0.9473684210526315,9.971727672361988,Panama
0.3993163649126414,53.90077826868928,0.9310344827586207,12.702572827277516,Panama
0.26933338710398474,42.18698100934479,0.9523809523809523,10.19127888103941,Panama
0.3567028060639142,61.87387572201068,0.896551724137931,14.843445411029233,Panama
0.448545730283212,50.42366290793642,0.9354838709677419,5.816048913713645,Panama
0.5508047818567775,55.97224074233817,0.9230769230769231,4.218831833866207,Panama
0.125098278468111,15.9523734402782,0.9310344827586207,7.7314258703248395,Panama
0.3237457118619268,28.771837446191718,0.9285714285714286,5.735856218571822,Panama
0.37957548056496826,57.67507142132603,0.9259259259259259,6.1983536483324855,Panama
0.3980435313862819,96.48162772648988,0.9230769230769231,12.902285244855262,Panama
0.20258372339771924,40.06643686382248,0.96,21.852851142985326,Panama
0.6374717378418499,56.735941421245116,0.9565217391304348,7.471962705596959,Panama
0.3218850312889902,46.72559926165479,1.0,11.70574669228551,Panama
0.04318720607468041,24.29862099889982,0.9722222222222222,26.145775324953842,Panama
0.043819742018392234,10.415442987495812,0.92,11.24714362245592,Panama
0.1799580243618456,21.047928780717672,0.9259259259259259,7.604449464754034,Panama
0.3960888951984858,38.83609545090465,0.9259259259259259,2.8086039242957956,Panama
0.3123428991678281,47.45885683023372,0.9210526315789473,8.985335538667488,Panama
0.04641454633693502,17.459579049988236,0.9411764705882353,18.22027872408381,Panama
0.4148285219628412,45.030829696645355,0.9411764705882353,6.964721473373068,Panama
0.18210787167179077,33.50217858602168,0.925,9.9275791516857,Panama
0.22088904102228077,50.62387244027796,0.8857142857142857,11.422353348117955,Panama
0.13684675125268,42.75718156598464,0.9148936170212766,19.673332736807794,Panama
0.32653132614085817,50.546938269512665,0.9166666666666666,7.459510625189485,Panama
0.10185166213139459,35.72425704038386,0.95,19.760514256399667,Panama
0.18704240193437838,52.5156725254827,0.9423076923076923,17.79680708671227,Panama
0.1875419609246587,40.0333615383717,0.8918918918918919,9.80738417878365,Panama
